Fri, 17 May 2019 22:42:27 utils.py[line:43] INFO class map loaded
Fri, 17 May 2019 22:42:27 utils.py[line:59] INFO bad nodes removed
Fri, 17 May 2019 22:42:28 utils.py[line:78] INFO Normalized
Fri, 17 May 2019 22:42:37 utils.py[line:93] INFO data all loaded
Fri, 17 May 2019 22:42:37 unsupervised_train.py[line:439] INFO start training
Fri, 17 May 2019 22:42:37 unsupervised_train.py[line:188] INFO edge minibatch
Fri, 17 May 2019 22:42:51 deprecation.py[line:323] WARNING From /Users/apple/Documents/P1_Decentralized_Multitask/Leaf_New_2.0/venv/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
Fri, 17 May 2019 22:42:51 unsupervised_train.py[line:198] INFO choose model
Fri, 17 May 2019 22:42:51 deprecation.py[line:506] WARNING From /Users/apple/Documents/P4_Graph/merge_sourcecode/bipartite-graph-learning/GraphSage/graphsage/aggregators.py:46: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
Fri, 17 May 2019 22:49:47 unsupervised_train.py[line:352] INFO Iter: 0630, train_loss=14.910704, train_mrr=0.195380, train_mrr_ema=0.178341, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.651314
Fri, 17 May 2019 22:49:47 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0630, max_total_steps: 100000000
Fri, 17 May 2019 22:49:54 unsupervised_train.py[line:352] INFO Iter: 0640, train_loss=14.958227, train_mrr=0.194597, train_mrr_ema=0.178927, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.651109
Fri, 17 May 2019 22:49:54 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0640, max_total_steps: 100000000
Fri, 17 May 2019 22:50:00 unsupervised_train.py[line:352] INFO Iter: 0650, train_loss=14.898509, train_mrr=0.175446, train_mrr_ema=0.178988, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.650764
Fri, 17 May 2019 22:50:00 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0650, max_total_steps: 100000000
Fri, 17 May 2019 22:50:06 unsupervised_train.py[line:352] INFO Iter: 0660, train_loss=14.970750, train_mrr=0.183998, train_mrr_ema=0.178558, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.650463
Fri, 17 May 2019 22:50:06 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0660, max_total_steps: 100000000
Fri, 17 May 2019 22:50:13 unsupervised_train.py[line:352] INFO Iter: 0670, train_loss=14.922766, train_mrr=0.177044, train_mrr_ema=0.178593, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.650028
Fri, 17 May 2019 22:50:13 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0670, max_total_steps: 100000000
Fri, 17 May 2019 22:50:19 unsupervised_train.py[line:352] INFO Iter: 0680, train_loss=14.917821, train_mrr=0.183068, train_mrr_ema=0.178895, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649682
Fri, 17 May 2019 22:50:19 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0680, max_total_steps: 100000000
Fri, 17 May 2019 22:50:25 unsupervised_train.py[line:352] INFO Iter: 0690, train_loss=15.114508, train_mrr=0.166717, train_mrr_ema=0.178801, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649044
Fri, 17 May 2019 22:50:25 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0690, max_total_steps: 100000000
Fri, 17 May 2019 22:50:31 unsupervised_train.py[line:352] INFO Iter: 0700, train_loss=15.023156, train_mrr=0.164459, train_mrr_ema=0.178667, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648651
Fri, 17 May 2019 22:50:31 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0700, max_total_steps: 100000000
Fri, 17 May 2019 22:50:37 unsupervised_train.py[line:352] INFO Iter: 0710, train_loss=14.971539, train_mrr=0.178479, train_mrr_ema=0.178569, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648184
Fri, 17 May 2019 22:50:37 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0710, max_total_steps: 100000000
Fri, 17 May 2019 22:50:44 unsupervised_train.py[line:352] INFO Iter: 0720, train_loss=15.053856, train_mrr=0.163844, train_mrr_ema=0.178667, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647980
Fri, 17 May 2019 22:50:44 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0720, max_total_steps: 100000000
Fri, 17 May 2019 22:50:50 unsupervised_train.py[line:352] INFO Iter: 0730, train_loss=15.028564, train_mrr=0.182455, train_mrr_ema=0.178906, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647793
Fri, 17 May 2019 22:50:50 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0730, max_total_steps: 100000000
Fri, 17 May 2019 22:50:56 unsupervised_train.py[line:352] INFO Iter: 0740, train_loss=15.006791, train_mrr=0.168858, train_mrr_ema=0.178971, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647526
Fri, 17 May 2019 22:50:56 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0740, max_total_steps: 100000000
Fri, 17 May 2019 22:51:03 unsupervised_train.py[line:352] INFO Iter: 0750, train_loss=14.931795, train_mrr=0.164965, train_mrr_ema=0.178366, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647254
Fri, 17 May 2019 22:51:03 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0750, max_total_steps: 100000000
Fri, 17 May 2019 22:51:09 unsupervised_train.py[line:352] INFO Iter: 0760, train_loss=15.014136, train_mrr=0.170287, train_mrr_ema=0.178258, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646921
Fri, 17 May 2019 22:51:09 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0760, max_total_steps: 100000000
Fri, 17 May 2019 22:51:15 unsupervised_train.py[line:352] INFO Iter: 0770, train_loss=15.064334, train_mrr=0.175615, train_mrr_ema=0.177953, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646712
Fri, 17 May 2019 22:51:15 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0770, max_total_steps: 100000000
Fri, 17 May 2019 22:51:22 unsupervised_train.py[line:352] INFO Iter: 0780, train_loss=15.064759, train_mrr=0.167603, train_mrr_ema=0.177808, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646550
Fri, 17 May 2019 22:51:22 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0780, max_total_steps: 100000000
Fri, 17 May 2019 22:51:28 unsupervised_train.py[line:352] INFO Iter: 0790, train_loss=14.977105, train_mrr=0.184486, train_mrr_ema=0.178002, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646308
Fri, 17 May 2019 22:51:28 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0790, max_total_steps: 100000000
Fri, 17 May 2019 22:51:34 unsupervised_train.py[line:352] INFO Iter: 0800, train_loss=14.898199, train_mrr=0.198446, train_mrr_ema=0.178329, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646061
Fri, 17 May 2019 22:51:34 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0800, max_total_steps: 100000000
Fri, 17 May 2019 22:51:40 unsupervised_train.py[line:352] INFO Iter: 0810, train_loss=14.911300, train_mrr=0.172402, train_mrr_ema=0.178349, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645714
Fri, 17 May 2019 22:51:40 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0810, max_total_steps: 100000000
Fri, 17 May 2019 22:51:47 unsupervised_train.py[line:352] INFO Iter: 0820, train_loss=14.943974, train_mrr=0.165526, train_mrr_ema=0.178416, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645468
Fri, 17 May 2019 22:51:47 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0820, max_total_steps: 100000000
Fri, 17 May 2019 22:51:53 unsupervised_train.py[line:352] INFO Iter: 0830, train_loss=14.923150, train_mrr=0.187211, train_mrr_ema=0.178310, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645512
Fri, 17 May 2019 22:51:53 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0830, max_total_steps: 100000000
Fri, 17 May 2019 22:51:59 unsupervised_train.py[line:352] INFO Iter: 0840, train_loss=14.966422, train_mrr=0.180601, train_mrr_ema=0.178154, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645328
Fri, 17 May 2019 22:51:59 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0840, max_total_steps: 100000000
Fri, 17 May 2019 22:52:06 unsupervised_train.py[line:352] INFO Iter: 0850, train_loss=15.017054, train_mrr=0.162337, train_mrr_ema=0.177972, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645203
Fri, 17 May 2019 22:52:06 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0850, max_total_steps: 100000000
Fri, 17 May 2019 22:52:12 unsupervised_train.py[line:352] INFO Iter: 0860, train_loss=14.975832, train_mrr=0.155739, train_mrr_ema=0.178199, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.644781
Fri, 17 May 2019 22:52:12 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0860, max_total_steps: 100000000
Fri, 17 May 2019 22:52:18 unsupervised_train.py[line:352] INFO Iter: 0870, train_loss=14.895219, train_mrr=0.167116, train_mrr_ema=0.177827, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.644514
Fri, 17 May 2019 22:52:18 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0870, max_total_steps: 100000000
Fri, 17 May 2019 22:52:24 unsupervised_train.py[line:352] INFO Iter: 0880, train_loss=14.955667, train_mrr=0.181326, train_mrr_ema=0.178329, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.644227
Fri, 17 May 2019 22:52:24 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0880, max_total_steps: 100000000
Fri, 17 May 2019 22:52:30 unsupervised_train.py[line:352] INFO Iter: 0890, train_loss=15.001411, train_mrr=0.172378, train_mrr_ema=0.178312, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643853
Fri, 17 May 2019 22:52:30 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0890, max_total_steps: 100000000
Fri, 17 May 2019 22:52:37 unsupervised_train.py[line:352] INFO Iter: 0900, train_loss=14.924370, train_mrr=0.169070, train_mrr_ema=0.177895, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643592
Fri, 17 May 2019 22:52:37 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0900, max_total_steps: 100000000
Fri, 17 May 2019 22:52:43 unsupervised_train.py[line:352] INFO Iter: 0910, train_loss=14.984408, train_mrr=0.165838, train_mrr_ema=0.178258, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643436
Fri, 17 May 2019 22:52:43 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0910, max_total_steps: 100000000
Fri, 17 May 2019 22:52:49 unsupervised_train.py[line:352] INFO Iter: 0920, train_loss=14.922391, train_mrr=0.174007, train_mrr_ema=0.178534, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643231
Fri, 17 May 2019 22:52:49 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0920, max_total_steps: 100000000
Fri, 17 May 2019 22:52:56 unsupervised_train.py[line:352] INFO Iter: 0930, train_loss=14.969332, train_mrr=0.169553, train_mrr_ema=0.178298, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643613
Fri, 17 May 2019 22:52:56 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0930, max_total_steps: 100000000
Fri, 17 May 2019 22:53:02 unsupervised_train.py[line:352] INFO Iter: 0940, train_loss=14.910273, train_mrr=0.170199, train_mrr_ema=0.178344, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643458
Fri, 17 May 2019 22:53:02 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0940, max_total_steps: 100000000
Fri, 17 May 2019 22:53:09 unsupervised_train.py[line:352] INFO Iter: 0950, train_loss=14.949578, train_mrr=0.174456, train_mrr_ema=0.178229, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643285
Fri, 17 May 2019 22:53:09 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0950, max_total_steps: 100000000
Fri, 17 May 2019 22:53:15 unsupervised_train.py[line:352] INFO Iter: 0960, train_loss=14.978405, train_mrr=0.171538, train_mrr_ema=0.178000, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643102
Fri, 17 May 2019 22:53:15 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0960, max_total_steps: 100000000
Fri, 17 May 2019 22:53:21 unsupervised_train.py[line:352] INFO Iter: 0970, train_loss=14.973526, train_mrr=0.170194, train_mrr_ema=0.178073, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.642953
Fri, 17 May 2019 22:53:21 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0970, max_total_steps: 100000000
Fri, 17 May 2019 22:53:27 unsupervised_train.py[line:352] INFO Iter: 0980, train_loss=14.905499, train_mrr=0.180934, train_mrr_ema=0.177902, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.642746
Fri, 17 May 2019 22:53:27 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0980, max_total_steps: 100000000
Fri, 17 May 2019 22:53:34 unsupervised_train.py[line:352] INFO Iter: 0990, train_loss=14.993378, train_mrr=0.176796, train_mrr_ema=0.177389, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.642949
Fri, 17 May 2019 22:53:34 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 0990, max_total_steps: 100000000
Fri, 17 May 2019 22:53:40 unsupervised_train.py[line:352] INFO Iter: 1000, train_loss=14.928004, train_mrr=0.201825, train_mrr_ema=0.177928, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.642852
Fri, 17 May 2019 22:53:40 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1000, max_total_steps: 100000000
Fri, 17 May 2019 22:53:47 unsupervised_train.py[line:352] INFO Iter: 1010, train_loss=14.944837, train_mrr=0.182955, train_mrr_ema=0.178025, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643193
Fri, 17 May 2019 22:53:47 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1010, max_total_steps: 100000000
Fri, 17 May 2019 22:53:54 unsupervised_train.py[line:352] INFO Iter: 1020, train_loss=14.960264, train_mrr=0.174947, train_mrr_ema=0.178032, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643492
Fri, 17 May 2019 22:53:54 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1020, max_total_steps: 100000000
Fri, 17 May 2019 22:54:00 unsupervised_train.py[line:352] INFO Iter: 1030, train_loss=14.969225, train_mrr=0.170087, train_mrr_ema=0.177936, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.643359
Fri, 17 May 2019 22:54:00 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1030, max_total_steps: 100000000
Fri, 17 May 2019 22:54:08 unsupervised_train.py[line:352] INFO Iter: 1040, train_loss=14.919258, train_mrr=0.168044, train_mrr_ema=0.177534, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.644773
Fri, 17 May 2019 22:54:08 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1040, max_total_steps: 100000000
Fri, 17 May 2019 22:54:17 unsupervised_train.py[line:352] INFO Iter: 1050, train_loss=14.983086, train_mrr=0.172531, train_mrr_ema=0.177453, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646816
Fri, 17 May 2019 22:54:17 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1050, max_total_steps: 100000000
Fri, 17 May 2019 22:54:24 unsupervised_train.py[line:352] INFO Iter: 1060, train_loss=14.977818, train_mrr=0.191053, train_mrr_ema=0.178154, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647220
Fri, 17 May 2019 22:54:24 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1060, max_total_steps: 100000000
Fri, 17 May 2019 22:54:30 unsupervised_train.py[line:352] INFO Iter: 1070, train_loss=14.930133, train_mrr=0.203217, train_mrr_ema=0.178901, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646807
Fri, 17 May 2019 22:54:30 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1070, max_total_steps: 100000000
Fri, 17 May 2019 22:54:36 unsupervised_train.py[line:352] INFO Iter: 1080, train_loss=14.940966, train_mrr=0.184190, train_mrr_ema=0.178614, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646584
Fri, 17 May 2019 22:54:36 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1080, max_total_steps: 100000000
Fri, 17 May 2019 22:54:45 unsupervised_train.py[line:352] INFO Iter: 1090, train_loss=14.923135, train_mrr=0.178739, train_mrr_ema=0.178593, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649013
Fri, 17 May 2019 22:54:45 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1090, max_total_steps: 100000000
Fri, 17 May 2019 22:54:52 unsupervised_train.py[line:352] INFO Iter: 1100, train_loss=14.918392, train_mrr=0.183013, train_mrr_ema=0.178682, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649321
Fri, 17 May 2019 22:54:52 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1100, max_total_steps: 100000000
Fri, 17 May 2019 22:54:59 unsupervised_train.py[line:352] INFO Iter: 1110, train_loss=14.941123, train_mrr=0.174006, train_mrr_ema=0.178034, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649738
Fri, 17 May 2019 22:54:59 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1110, max_total_steps: 100000000
Fri, 17 May 2019 22:55:06 unsupervised_train.py[line:352] INFO Iter: 1120, train_loss=14.995376, train_mrr=0.173208, train_mrr_ema=0.178487, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.650037
Fri, 17 May 2019 22:55:06 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1120, max_total_steps: 100000000
Fri, 17 May 2019 22:55:13 unsupervised_train.py[line:352] INFO Iter: 1130, train_loss=14.973767, train_mrr=0.180917, train_mrr_ema=0.178263, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.650850
Fri, 17 May 2019 22:55:13 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1130, max_total_steps: 100000000
Fri, 17 May 2019 22:55:19 unsupervised_train.py[line:352] INFO Iter: 1140, train_loss=14.957343, train_mrr=0.162458, train_mrr_ema=0.177883, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.650546
Fri, 17 May 2019 22:55:19 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1140, max_total_steps: 100000000
Fri, 17 May 2019 22:55:26 unsupervised_train.py[line:352] INFO Iter: 1150, train_loss=14.906268, train_mrr=0.199017, train_mrr_ema=0.178825, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.650443
Fri, 17 May 2019 22:55:26 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1150, max_total_steps: 100000000
Fri, 17 May 2019 22:55:32 unsupervised_train.py[line:352] INFO Iter: 1160, train_loss=14.963552, train_mrr=0.182029, train_mrr_ema=0.178607, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.650150
Fri, 17 May 2019 22:55:32 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1160, max_total_steps: 100000000
Fri, 17 May 2019 22:55:38 unsupervised_train.py[line:352] INFO Iter: 1170, train_loss=14.904263, train_mrr=0.172862, train_mrr_ema=0.178522, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649993
Fri, 17 May 2019 22:55:38 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1170, max_total_steps: 100000000
Fri, 17 May 2019 22:55:44 unsupervised_train.py[line:352] INFO Iter: 1180, train_loss=14.910421, train_mrr=0.187205, train_mrr_ema=0.178701, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649463
Fri, 17 May 2019 22:55:44 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1180, max_total_steps: 100000000
Fri, 17 May 2019 22:55:50 unsupervised_train.py[line:352] INFO Iter: 1190, train_loss=14.995823, train_mrr=0.179123, train_mrr_ema=0.178845, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649158
Fri, 17 May 2019 22:55:50 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1190, max_total_steps: 100000000
Fri, 17 May 2019 22:55:56 unsupervised_train.py[line:352] INFO Iter: 1200, train_loss=14.974849, train_mrr=0.175171, train_mrr_ema=0.178591, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648743
Fri, 17 May 2019 22:55:56 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1200, max_total_steps: 100000000
Fri, 17 May 2019 22:56:02 unsupervised_train.py[line:352] INFO Iter: 1210, train_loss=14.924273, train_mrr=0.169147, train_mrr_ema=0.178734, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648214
Fri, 17 May 2019 22:56:02 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1210, max_total_steps: 100000000
Fri, 17 May 2019 22:56:08 unsupervised_train.py[line:352] INFO Iter: 1220, train_loss=14.933340, train_mrr=0.171125, train_mrr_ema=0.178984, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647917
Fri, 17 May 2019 22:56:08 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1220, max_total_steps: 100000000
Fri, 17 May 2019 22:56:14 unsupervised_train.py[line:352] INFO Iter: 1230, train_loss=14.913114, train_mrr=0.178638, train_mrr_ema=0.178637, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647232
Fri, 17 May 2019 22:56:14 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1230, max_total_steps: 100000000
Fri, 17 May 2019 22:56:20 unsupervised_train.py[line:352] INFO Iter: 1240, train_loss=14.881788, train_mrr=0.186825, train_mrr_ema=0.178866, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646782
Fri, 17 May 2019 22:56:20 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1240, max_total_steps: 100000000
Fri, 17 May 2019 22:56:26 unsupervised_train.py[line:352] INFO Iter: 1250, train_loss=14.969944, train_mrr=0.189067, train_mrr_ema=0.178976, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646514
Fri, 17 May 2019 22:56:26 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1250, max_total_steps: 100000000
Fri, 17 May 2019 22:56:32 unsupervised_train.py[line:352] INFO Iter: 1260, train_loss=15.037910, train_mrr=0.170484, train_mrr_ema=0.178555, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646052
Fri, 17 May 2019 22:56:32 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1260, max_total_steps: 100000000
Fri, 17 May 2019 22:56:38 unsupervised_train.py[line:352] INFO Iter: 1270, train_loss=14.859983, train_mrr=0.195371, train_mrr_ema=0.178799, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645394
Fri, 17 May 2019 22:56:38 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1270, max_total_steps: 100000000
Fri, 17 May 2019 22:56:43 unsupervised_train.py[line:352] INFO Iter: 1280, train_loss=14.929285, train_mrr=0.171500, train_mrr_ema=0.178736, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.644789
Fri, 17 May 2019 22:56:43 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1280, max_total_steps: 100000000
Fri, 17 May 2019 22:56:49 unsupervised_train.py[line:352] INFO Iter: 1290, train_loss=14.992045, train_mrr=0.168948, train_mrr_ema=0.178787, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.644418
Fri, 17 May 2019 22:56:49 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1290, max_total_steps: 100000000
Fri, 17 May 2019 22:57:01 unsupervised_train.py[line:352] INFO Iter: 1300, train_loss=14.909222, train_mrr=0.176189, train_mrr_ema=0.178829, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648562
Fri, 17 May 2019 22:57:01 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1300, max_total_steps: 100000000
Fri, 17 May 2019 22:57:08 unsupervised_train.py[line:352] INFO Iter: 1310, train_loss=14.885235, train_mrr=0.189212, train_mrr_ema=0.178717, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648440
